country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Sweden,SWE,2021-01-13,,,,,8067.0,,,,799.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-14,,,,,8454.0,,,,837.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-15,,,,,8841.0,,,,875.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-16,,,,,9228.0,,,,914.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-17,146775.0,,,,9616.0,1.45,,,952.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-18,,,,,9062.0,,,,897.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-19,,,,,8508.0,,,,842.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-20,,,,,7955.0,,,,788.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-21,,,,,7401.0,,,,733.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-22,,,,,6848.0,,,,678.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-23,,,,,6294.0,,,,623.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-24,,,,,5741.0,,,,568.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Sweden,SWE,2021-01-25,192700.0,,,,5741.0,1.91,,,568.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik-over-vaccinerade-mot-covid-19/
Switzerland,CHE,2020-12-23,0.0,,,,,0.0,,,,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-24,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-25,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-26,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-27,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-28,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-29,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-30,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2020-12-31,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-01,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-02,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-03,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-04,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-05,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-06,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-07,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-08,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-09,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-10,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-11,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-12,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-13,,,,,3000.0,,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-14,66000.0,,,,3000.0,0.76,,,347.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-15,,,,,3829.0,,,,442.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-16,,,,,4657.0,,,,538.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-17,,,,,5486.0,,,,634.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-18,,,,,6314.0,,,,730.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-19,110000.0,,,,7143.0,1.27,,,825.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-20,,,,,10984.0,,,,1269.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-21,169783.0,,,,14826.0,1.96,,,1713.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-22,,,,,14883.0,,,,1720.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-23,,,,,14939.0,,,,1726.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Switzerland,CHE,2021-01-24,197368.0,,,,14995.0,2.28,,,1733.0,Pfizer/BioNTech,Federal Office of Public Health,https://www.bag.admin.ch/dam/bag/fr/dokumente/mt/k-und-i/aktuelle-ausbrueche-pandemien/2019-nCoV/zahlen-covid-19-impfung.pdf.download.pdf/zahlen-covid-19-impfung.pdf
Turkey,TUR,2021-01-13,0.0,0.0,,,,0.0,0.0,,,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-14,279452.0,279452.0,,279452.0,279452.0,0.33,0.33,,3313.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-15,616652.0,616652.0,,337200.0,308326.0,0.73,0.73,,3656.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-16,676903.0,676903.0,,60251.0,225634.0,0.8,0.8,,2675.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-17,706451.0,706451.0,,29548.0,176613.0,0.84,0.84,,2094.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-18,832412.0,832412.0,,125961.0,166482.0,0.99,0.99,,1974.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-19,950635.0,950635.0,,118223.0,158439.0,1.13,1.13,,1879.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-20,1052493.0,1052493.0,,101858.0,150356.0,1.25,1.25,,1783.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-21,1120258.0,1120258.0,,67765.0,120115.0,1.33,1.33,,1424.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-22,1202212.0,1202212.0,,81954.0,83651.0,1.43,1.43,,992.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-23,1226883.0,1226883.0,,24671.0,78569.0,1.45,1.45,,932.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-24,1244653.0,1244653.0,,17770.0,76886.0,1.48,1.48,,912.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-25,1302753.0,1302753.0,,58100.0,67192.0,1.54,1.54,,797.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-26,1410273.0,1410273.0,,107520.0,65663.0,1.67,1.67,,779.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Turkey,TUR,2021-01-27,1522580.0,1522580.0,,112307.0,67155.0,1.81,1.81,,796.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
United Arab Emirates,ARE,2021-01-05,826301.0,,,,,8.35,,,,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-06,,,,,30698.0,,,,3104.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-07,887697.0,,,,30698.0,8.98,,,3104.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-08,941556.0,,,53859.0,38418.0,9.52,,,3884.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-09,1020349.0,,,78793.0,48512.0,10.32,,,4905.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-10,1086568.0,836568.0,250000.0,66219.0,52053.0,10.99,8.46,2.53,5263.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-11,1167251.0,917251.0,250000.0,80683.0,56825.0,11.8,9.27,2.53,5745.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-12,1275652.0,1025652.0,250000.0,108401.0,64193.0,12.9,10.37,2.53,6490.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-13,1394580.0,1144580.0,250000.0,118928.0,76797.0,14.1,11.57,2.53,7765.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-14,1527833.0,1277833.0,250000.0,133253.0,91448.0,15.45,12.92,2.53,9246.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-15,1665987.0,1415987.0,250000.0,138154.0,103490.0,16.84,14.32,2.53,10464.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-16,1797926.0,1547926.0,250000.0,131939.0,111082.0,18.18,15.65,2.53,11231.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-17,1882778.0,1632778.0,250000.0,84852.0,113744.0,19.04,16.51,2.53,11500.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-18,1971521.0,1721521.0,250000.0,88743.0,114896.0,19.93,17.41,2.53,11617.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-19,2065367.0,1815367.0,250000.0,93846.0,112816.0,20.88,18.35,2.53,11407.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-20,2161150.0,1911150.0,250000.0,95783.0,109510.0,21.85,19.32,2.53,11072.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-21,2246069.0,1996069.0,250000.0,84919.0,102605.0,22.71,20.18,2.53,10374.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-22,2339078.0,2089078.0,250000.0,93009.0,96156.0,23.65,21.12,2.53,9722.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-23,2426798.0,2176798.0,250000.0,87720.0,89839.0,24.54,22.01,2.53,9083.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-24,2487789.0,2237789.0,250000.0,60991.0,86430.0,25.15,22.63,2.53,8739.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-25,2571091.0,2321091.0,250000.0,83302.0,85653.0,26.0,23.47,2.53,8660.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-26,2677680.0,2427680.0,250000.0,106589.0,87473.0,27.07,24.55,2.53,8844.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Arab Emirates,ARE,2021-01-27,2764450.0,2514450.0,250000.0,86770.0,86186.0,27.95,25.42,2.53,8714.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,https://covid19.ncema.gov.ae/en
United Kingdom,GBR,2020-12-20,667287.0,667287.0,,,,0.98,0.98,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-21,,,,,46423.0,,,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-22,,,,,46423.0,,,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-23,,,,,46423.0,,,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-24,,,,,46423.0,,,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-25,,,,,46423.0,,,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-26,,,,,46423.0,,,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-27,992246.0,992246.0,,,46423.0,1.46,1.46,,684.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
United Kingdom,GBR,2020-12-28,,,,,47738.0,,,,703.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
